,Number of Stars,Full Review,title
181,5,"Sound quality is awsm
Here is my rating
Music quality 5/5
Bass 4/5
Surround system 5/5

Bass is superb but not perfect, but important thing is bass is perfect for money it suits 20-20 room. Philips actually saved my trust brand is always a brand. Loving it.",
182,5,its nice product and thanks to flipkat fast delivery. my uncle loved the speaker sound and its bass is also very high.,
183,5,"A great product in this price range.
Sound quality is awesome and the bass is crisp and clear.

A true beast of sound at this price range.",
184,5,a must buy for sure. such a quality of sound and other functions like radio and bluetooth at this price under the brand name of philips makes it the best as well as most satisfied product i have ever bought online.,
185,5,One of the best product I received by flipkart...sound bass everything is super. Thanks Philips and thank you flipkart for your great service.... Received the product in only 2 days wow it's great..... 5 star for your service and thanks for your field executive.. Very good 5 star to him also.....,
186,4,"The received was Very Good. Clean Bass and Treble.

in this budget, this is the best Model to buy

Flipkart Packing also Very Good",
187,5,Good best in market super bass thank you Philip s,
188,4,good sound quality and look is also good and fine . its base is also good in small area,
189,5,Good sound,
190,5,"Great Value for money !! Good product + Great sound + Good Bass + Bluetooth + USB + InBuilt EQ + FM

Nice work #PHILIPS .. Thanks Flipkart :) for delivering it ...",
191,5,It's an Awesome Product at Reasonable price and Affordable cost ; Sounds good and provides excellent Bass and Treble ; Need to be positioned properly to have the best Sound Effect.Thankyou Flipkart.,
192,5,"wonderful in low voltage also comes good sound, base also nice as expected blutooth connectivity is well",
193,5,beautiful product! rebuilt my faith in Phillips. plays well all feauters and functions work perfect. suitable for all genres... I played psytrance and bhajjans both as a satisfactory output. must buy,
194,5,Nice product with stylish and with nice sound.. thank you Flipkart.,
195,5,"Awesome......I got it for 3550 in sale and m surprised by it's performance ... terrific sound quality and clarity...nice bass and love it's slim look....At this price point it is perfect buy just go for it.
Bluetooth range is also good and strong FM connection",
196,4,"giving review after 1yr of use...

awesome product with aux, fm, card-reader n Bluetooth connectivity with remote control. superb bass but not dolby digital feeling, perfect sound for a big hall, build quality is decent but it's look is average. I am totally satisfied.
only thing is it's Bluetooth is of quite low range with light interruption.

After 2yrs I am facing connectivity issue sometimes.",
197,5,"best product ,,i got in rs 2999/- ,,, Philips is a well known brand ,, perfect crystal clear sound ,, base effect is impressive not much high but sufficient",
198,5,"Excellent bass ... Blutooth is very fast. All speakers are working very nicely. When you play 8 D sound effect songs, you will get real Digital sound in your home.. please put the boofer( bass) system on the ground level and speakers on top right, left and side to side. Connecting LED TV with Aux cable.Perfect sound. You can adjust bass also but u can't adjust the treble . There is no treble adjusting button ( key). Otherwise I will give five star of this item. Thank you Flipkart for fast del...",
199,5,Actually product is very good and having good bass and clarity sound but i got defect product and seller is not ready to exchange the product. .. This is wrost experience from flipkart... So better buy the product from other sites,
0,4,"Good bass according to price, better than samsung 15000 speaker system",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
1,4,Awesome Product,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
2,5,Awesome product sound and bass are very good....??staisfied with this product????????,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
3,5,Good bass,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
4,5,"super brand and exelente sound 5.1 low price
buying u,,,,,",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
5,5,Super bass super voice just amazing brand,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
6,5,GOOD,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
7,3,Sound of this product is good quality.,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
8,4,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
9,4,Nice product awesome sound quality,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
10,5,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
11,4,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
12,5,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
13,5,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
14,5,"Nice asm wow product is good

I love it

But.......",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
15,5,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
16,5,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
17,4,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
18,5,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
19,4,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",ZEBRONICS ZEB-BT 6590 RUCF 65 W Bluetooth Home Theatre Reviews
20,4,"Good bass according to price, better than samsung 15000 speaker system",
21,5,Awesome Product,
22,5,Awesome product sound and bass are very good....??staisfied with this product????????,
23,5,Good bass,
24,5,"super brand and exelente sound 5.1 low price
buying u,,,,,",
25,5,Super bass super voice just amazing brand,
26,3,GOOD,
27,4,Sound of this product is good quality.,
28,4,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,
29,5,Nice product awesome sound quality,
30,4,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",
31,5,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,
32,5,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",
33,5,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",
34,5,"Nice asm wow product is good

I love it

But.......",
35,5,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",
36,4,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,
37,5,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",
38,4,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",
39,4,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",
40,5,"Good bass according to price, better than samsung 15000 speaker system",
41,5,Awesome Product,
42,5,Awesome product sound and bass are very good....??staisfied with this product????????,
43,5,Good bass,
44,5,"super brand and exelente sound 5.1 low price
buying u,,,,,",
45,3,Super bass super voice just amazing brand,
46,4,GOOD,
47,4,Sound of this product is good quality.,
48,5,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,
49,4,Nice product awesome sound quality,
50,5,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",
51,5,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,
52,5,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",
53,5,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",
54,5,"Nice asm wow product is good

I love it

But.......",
55,4,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",
56,5,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,
57,4,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",
58,4,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",
59,5,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",
60,5,"Good bass according to price, better than samsung 15000 speaker system",
61,5,Awesome Product,
62,5,Awesome product sound and bass are very good....??staisfied with this product????????,
63,5,Good bass,
64,3,"super brand and exelente sound 5.1 low price
buying u,,,,,",
65,4,Super bass super voice just amazing brand,
66,4,GOOD,
67,5,Sound of this product is good quality.,
68,4,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,
69,5,Nice product awesome sound quality,
70,5,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",
71,5,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,
72,5,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",
73,5,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",
74,4,"Nice asm wow product is good

I love it

But.......",
75,5,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",
76,4,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,
77,4,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",
78,5,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",
79,5,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",
80,5,"Good bass according to price, better than samsung 15000 speaker system",
81,5,Awesome Product,
82,5,Awesome product sound and bass are very good....??staisfied with this product????????,
83,3,Good bass,
84,4,"super brand and exelente sound 5.1 low price
buying u,,,,,",
85,4,Super bass super voice just amazing brand,
86,5,GOOD,
87,4,Sound of this product is good quality.,
88,5,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,
89,5,Nice product awesome sound quality,
90,5,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",
91,5,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,
92,5,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",
93,4,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",
94,5,"Nice asm wow product is good

I love it

But.......",
95,4,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",
96,4,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,
97,5,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",
98,5,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",
99,5,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",
100,5,"Good bass according to price, better than samsung 15000 speaker system",
101,5,Awesome Product,
102,3,Awesome product sound and bass are very good....??staisfied with this product????????,
103,4,Good bass,
104,4,"super brand and exelente sound 5.1 low price
buying u,,,,,",
105,5,Super bass super voice just amazing brand,
106,4,GOOD,
107,5,Sound of this product is good quality.,
108,5,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,
109,5,Nice product awesome sound quality,
110,5,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",
111,5,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,
112,4,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",
113,5,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",
114,4,"Nice asm wow product is good

I love it

But.......",
115,4,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",
116,5,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,
117,5,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",
118,5,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",
119,5,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",
120,5,"Good bass according to price, better than samsung 15000 speaker system",
121,3,Awesome Product,
122,4,Awesome product sound and bass are very good....??staisfied with this product????????,
123,4,Good bass,
124,5,"super brand and exelente sound 5.1 low price
buying u,,,,,",
125,4,Super bass super voice just amazing brand,
126,5,GOOD,
127,5,Sound of this product is good quality.,
128,5,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,
129,5,Nice product awesome sound quality,
130,5,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",
131,4,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,
132,5,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",
133,4,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",
134,4,"Nice asm wow product is good

I love it

But.......",
135,5,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",
136,5,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,
137,5,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",
138,5,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",
139,5,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",
140,3,"Good bass according to price, better than samsung 15000 speaker system",
141,4,Awesome Product,
142,4,Awesome product sound and bass are very good....??staisfied with this product????????,
143,5,Good bass,
144,4,"super brand and exelente sound 5.1 low price
buying u,,,,,",
145,5,Super bass super voice just amazing brand,
146,5,GOOD,
147,5,Sound of this product is good quality.,
148,5,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,
149,5,Nice product awesome sound quality,
150,4,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",
151,5,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,
152,4,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",
153,4,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",
154,5,"Nice asm wow product is good

I love it

But.......",
155,5,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",
156,5,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,
157,5,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",
158,5,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",
159,3,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",
160,4,"Good bass according to price, better than samsung 15000 speaker system",
161,4,Awesome Product,
162,5,Awesome product sound and bass are very good....??staisfied with this product????????,
163,4,Good bass,
164,5,"super brand and exelente sound 5.1 low price
buying u,,,,,",
165,5,Super bass super voice just amazing brand,
166,5,GOOD,
167,5,Sound of this product is good quality.,
168,5,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,
169,4,Nice product awesome sound quality,
170,5,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",
171,4,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,
172,4,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",
173,5,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",
174,5,"Nice asm wow product is good

I love it

But.......",
175,5,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",
176,5,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,
177,5,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",
178,3,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",
179,4,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",
180,4,"Good bass according to price, better than samsung 15000 speaker system",
181,5,Awesome Product,
182,4,Awesome product sound and bass are very good....??staisfied with this product????????,
183,5,Good bass,
184,5,"super brand and exelente sound 5.1 low price
buying u,,,,,",
185,5,Super bass super voice just amazing brand,
186,5,GOOD,
187,5,Sound of this product is good quality.,
188,4,good but price 🙏🙏🙏🙏🙏😊😊😊😉😉😉😊🙂😚😎😋😚😎😎😊😎😊😉😎😎😊☺️😍😂😉😊😚😙😋but bass low quality 1.10,
189,5,Nice product awesome sound quality,
190,,"it's awesome quality, worth for money, super bass, super bluetooth connection, good surrounding and long wire",
191,,Its best not only good more than best volume and bass bass completely like a dj. Very nice product,
192,,"Poor sound quality.
There is no manual bass and treble control.
If you're a music and sound lover please Dont go for this.
My old 2.1 iball tarang was far better when compared with this product.
Its waste of money, once we bought means there is no option for return and refund only replacement option is there, so keep in mind dont get into the trap.
If we pay 1000 more means we will good speakers from other brands.
Before purchase i also red all tge reviews,but believe me if you are really loo...",
193,,"Awesome quality with bass. U can control bass, eqalizer and trable through remote. Thanks to vendor for delivery in second day after booking. In this price awesome home theater u can use this 20/20 room super quality.",
194,,"Nice asm wow product is good

I love it

But.......",
195,,"Dear All, Recently I purchased the product from flipkart on August. IF you want these all features from brands then you must ready for invest minimum 5k. I got this product only Rs 3k. I am too much interested for the baas sound which excellent on this product just like boom boom and fully remote control with sleep mode , Baas control all satellite speaker sound control etc. Finally I want to say just go for this if you are a baas lover.",
196,,Best product. very good bass. fm is very top clear sound ..zebronics is very good ...,
197,,"Awesome sound and good clarity sound source, Zebronics you are the best products. I hope u will be good in upcoming products. Thank you Flipkart.",
198,,"Good product. Value for money but at full volume speakers crying a bit
Pros:- Bluetooth, 5.1 channels, stylish design, average bass.
Cons:- a bit low on volume but it is great for price, best buy below 3k",
199,,"Nice product classy design and good sound quality that makes this 5.1 hometheater awesome at this price of range
I was looking for Cell With remote but no cell inside remote. But overall great product 5/5.
Thank you flipkart for such an amazing deal",
0,4,"In this amount its a superp hometheatre.....with clear sound......bass is also good..👍👌🤘....nice product.....

i brought 2 pic...☺️😋...
Buy it guys...its a nice product....👍😉",TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
1,4,Good,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
2,5,Good product,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
3,5,Very nice product d,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
4,3,"Very good sound quality.. nice bass... Nd i love it
Must buy 🥰🥰👍👍👍👍👍",TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
5,4,it is best and very nice base and sound,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
6,4,i like it ?,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
7,5,good home theatre and good quality sound,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
8,4,"Mast sound hai, Classic product, Thanks Tecnia",TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
9,5,product is good but delivery facility is very worsted,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
10,5,Nice home theater '' in this low cost sound '' bass 'model 'style also is very much good . This home theater is full package (sound ''bass '' model ''color '')in this low price. So ''without any doubt I suggest that buy this product for those person who buy a home theater in this low price '.. Also is very good so ' thank u flip kart ..,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
11,5,very nice and sound are very high,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
12,5,Nice,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
13,5,nice product bass quality super,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
14,5,"good quality, bass quality good and money price down good product",TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
15,5,Very nice product good sound quality and also looks very beautiful,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
16,5,superb,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
17,3,Nyc product awesom base and good sound good quality,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
18,5,"Super super it's
Home theater super and bass coming super
Sound so thank you flipkart 😍❤️❤️❤️",TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
19,4,Super bass quality.and money save product..,TECNIA Atom 508 5.1 Bluetooth Home Theatre Reviews
20,4,"In this amount its a superp hometheatre.....with clear sound......bass is also good..👍👌🤘....nice product.....

i brought 2 pic...☺️😋...
Buy it guys...its a nice product....👍😉",
21,5,Good,
22,5,Good product,
23,3,Very nice product d,
24,4,"Very good sound quality.. nice bass... Nd i love it
Must buy 🥰🥰👍👍👍👍👍",
25,4,it is best and very nice base and sound,
26,5,i like it ?,
27,4,good home theatre and good quality sound,
28,5,"Mast sound hai, Classic product, Thanks Tecnia",
29,5,product is good but delivery facility is very worsted,
30,5,Nice home theater '' in this low cost sound '' bass 'model 'style also is very much good . This home theater is full package (sound ''bass '' model ''color '')in this low price. So ''without any doubt I suggest that buy this product for those person who buy a home theater in this low price '.. Also is very good so ' thank u flip kart ..,
31,5,very nice and sound are very high,
32,5,Nice,
33,5,nice product bass quality super,
34,5,"good quality, bass quality good and money price down good product",
